Customer_ID,Age,Gender,Annual_Income,Occupation,City,Membership_Level,Spending_Score,Purchase_Frequency,Average_Order_Value,Days_Since_Last_Purchase,Preferred_Category,Online_Visits,Discount_Usage,Returns_Count,Tenure_Years,Total_Spending,Payment_Method,Satisfaction_Score
591,19,Female,72480,Doctor,Boston,Bronze,26,6,286.64,208,Grocery,49,21,12,8,1592.83,Debit Card,9
592,68,Female,132243,Student,Boston,Gold,15,40,462.75,265,Grocery,76,20,5,11,15601.8,Cash,8
593,67,Male,103290,Business,Miami,Gold,22,17,59.79,261,Toys,98,4,13,11,951.92,Net Banking,8
594,52,Male,119263,Business,Seattle,Gold,89,42,118.11,286,Home,85,1,9,7,5183.14,Credit Card,6
595,40,Male,20993,Doctor,New York,Gold,65,5,385.51,30,Grocery,32,0,8,8,1655.94,Credit Card,9
596,34,Female,108650,Teacher,San Francisco,Silver,26,19,190.71,175,Home,54,15,3,8,3776.09,Cash,4
597,43,Male,132595,Teacher,San Francisco,Platinum,21,43,91.23,8,Sports,36,6,5,7,4301.36,Debit Card,6
598,25,Male,67066,Student,Seattle,Bronze,24,42,256.63,203,Books,89,20,14,2,11934.96,Credit Card,3
599,46,Female,126850,Other,Boston,Silver,16,35,329.55,107,Grocery,99,2,2,6,13771.01,Debit Card,2
600,43,Female,57942,Teacher,Phoenix,Bronze,32,22,31.97,123,Home,98,13,2,3,684.93,Cash,9
601,27,Male,31138,Teacher,Boston,Platinum,16,24,152.89,237,Beauty,19,21,9,7,2983.09,Net Banking,5
602,43,Female,133558,Teacher,Miami,Gold,77,10,406.62,129,Toys,37,18,9,6,4643.1,Debit Card,2
603,51,Male,24190,Other,Miami,Gold,42,2,264.92,233,Toys,17,15,7,11,441.57,Credit Card,5
604,68,Female,107259,Engineer,Seattle,Bronze,32,28,27.34,3,Grocery,80,21,4,8,876.26,Debit Card,6
605,58,Male,93422,Student,Dallas,Gold,50,41,148.16,219,Toys,16,5,14,7,7247.44,Net Banking,8
606,24,Male,97315,Doctor,Dallas,Gold,41,37,323.18,261,Fashion,58,29,7,13,13903.52,Net Banking,5
607,21,Male,44086,Teacher,New York,Silver,24,17,107.69,29,Electronics,44,24,8,2,2170.52,Credit Card,2
608,70,Male,140604,Freelancer,Dallas,Bronze,13,6,415.42,316,Beauty,68,23,1,4,2017.28,Debit Card,7
609,67,Female,115814,Retired,Houston,Silver,75,43,341.52,76,Sports,49,0,12,2,11815.08,Debit Card,5
610,62,Female,134324,Engineer,Houston,Bronze,79,5,240.98,182,Beauty,94,6,6,15,1065.28,UPI,2
611,28,Female,143921,Other,Los Angeles,Silver,10,39,458.66,291,Fashion,51,10,12,10,20025.06,Credit Card,6
612,46,Female,18435,Other,Houston,Bronze,42,7,201.98,201,Grocery,98,24,12,11,1181.66,Debit Card,7
613,53,Male,116505,Other,Phoenix,Bronze,41,32,125.19,156,Grocery,5,17,13,8,4401.11,Cash,8
614,42,Male,68331,Teacher,Phoenix,Bronze,3,4,334.09,99,Toys,97,8,13,0,1075.8,UPI,3
615,38,Female,128457,Retired,Phoenix,Bronze,55,21,290.91,121,Toys,58,21,11,6,6673.83,Credit Card,4
616,53,Female,67389,Retired,Houston,Bronze,16,42,174.27,314,Sports,46,2,1,8,6587.61,Net Banking,6
617,27,Female,68014,Engineer,New York,Platinum,44,32,178.4,109,Books,55,23,13,2,5572.79,Credit Card,3
618,54,Female,45297,Student,Boston,Silver,81,18,205.12,166,Toys,73,22,6,6,4395.89,Cash,6
619,26,Female,58890,Other,Seattle,Bronze,89,33,152.66,129,Electronics,17,27,10,6,5142.03,Cash,9
620,41,Male,36322,Freelancer,Chicago,Silver,30,14,358.02,269,Grocery,12,7,12,10,4159.44,Net Banking,5
621,52,Male,50739,Freelancer,Los Angeles,Silver,99,6,329.17,137,Home,24,7,2,13,2269.8,Net Banking,2
622,66,Male,94553,Freelancer,Miami,Platinum,37,11,225.98,175,Sports,56,22,7,1,2310.45,Net Banking,10
623,52,Female,23314,Other,San Francisco,Bronze,60,46,204.95,63,Books,55,0,3,15,9749.57,UPI,2
624,65,Female,108831,Teacher,Miami,Bronze,77,20,188.88,130,Toys,76,28,8,4,4097.6,Cash,7
625,53,Female,90164,Engineer,Los Angeles,Platinum,24,29,148.9,327,Books,79,9,11,9,4797.43,Net Banking,4
626,35,Female,122658,Other,Miami,Bronze,26,35,51.99,187,Books,16,14,3,13,1770.52,Cash,9
627,66,Male,92028,Freelancer,Boston,Bronze,58,16,141.42,276,Grocery,87,9,1,12,2509.89,UPI,9
628,56,Male,51113,Retired,Miami,Bronze,9,48,167.39,349,Home,82,25,12,6,6803.46,UPI,6
629,49,Female,132174,Other,Miami,Bronze,61,7,278.37,146,Books,22,7,3,1,1968.6,Cash,10
630,41,Male,35365,Retired,Boston,Platinum,19,40,389.16,334,Beauty,44,20,4,9,12589.39,Net Banking,5
631,40,Male,54029,Business,Boston,Bronze,28,36,203.89,19,Sports,95,28,7,9,7064.85,Credit Card,7
632,49,Female,16737,Other,Houston,Platinum,7,44,472.93,313,Sports,43,1,2,1,19683.29,Debit Card,5
633,54,Female,146042,Business,Boston,Platinum,45,44,415.4,41,Sports,79,17,8,10,21773.25,Cash,9
634,29,Female,100474,Engineer,Chicago,Silver,86,31,492.55,349,Grocery,21,1,14,12,14645.15,UPI,9
635,66,Female,93218,Other,Dallas,Bronze,94,42,439.34,343,Sports,8,24,8,5,21456.99,Net Banking,7
636,30,Female,143692,Teacher,Chicago,Bronze,63,44,312.2,139,Beauty,49,29,10,1,13381.29,Debit Card,4
637,40,Female,143411,Teacher,Miami,Silver,37,43,303.25,8,Electronics,100,20,9,9,13213.9,Cash,1
638,42,Male,15294,Student,Chicago,Silver,16,43,73.47,78,Electronics,6,18,2,13,2970.56,Credit Card,4
639,52,Male,39596,Student,Los Angeles,Silver,100,47,363.98,337,Fashion,81,30,7,0,18065.16,Credit Card,3
640,58,Female,113185,Freelancer,Seattle,Silver,5,6,304.1,147,Beauty,47,21,5,2,1999.12,UPI,1
641,47,Male,26434,Doctor,Dallas,Platinum,29,29,258.4,192,Beauty,36,8,10,11,8366.03,UPI,10
642,34,Female,73382,Retired,Seattle,Silver,52,27,349.71,258,Sports,92,26,5,0,10174.65,UPI,4
643,66,Female,53098,Student,San Francisco,Silver,23,43,227.58,135,Books,23,24,1,5,9120.29,Cash,7
644,37,Female,19655,Teacher,Chicago,Gold,6,2,266.69,38,Toys,31,24,7,3,497.24,Credit Card,2
645,65,Female,98029,Retired,Seattle,Bronze,36,22,205.19,319,Fashion,75,26,6,1,4239.55,Credit Card,7
646,42,Male,61228,Doctor,Boston,Bronze,57,9,361.51,286,Home,62,9,1,12,2652.11,UPI,6
647,39,Female,18771,Student,New York,Bronze,33,11,439.54,149,Home,84,29,3,14,5691.79,UPI,9
648,30,Male,89099,Engineer,New York,Bronze,49,16,422.01,351,Beauty,96,26,4,11,5930.36,Net Banking,2
649,36,Female,135811,Business,Boston,Silver,41,45,395.15,4,Beauty,81,3,8,15,15357.8,Credit Card,6
650,66,Female,77257,Student,Seattle,Bronze,80,13,16.76,235,Beauty,57,20,9,6,222.44,UPI,6
651,53,Female,32558,Other,Miami,Silver,55,18,456.82,235,Grocery,70,27,13,6,6734.16,UPI,6
652,29,Male,73436,Student,Boston,Platinum,98,25,144.69,313,Toys,65,29,1,7,4106.08,UPI,3
653,58,Female,122779,Other,Dallas,Bronze,26,33,445.11,104,Beauty,37,0,11,15,16898.98,Net Banking,6
654,36,Female,139891,Engineer,Phoenix,Silver,37,10,106.51,206,Home,68,10,11,11,1021.56,Credit Card,9
655,29,Female,47376,Teacher,Los Angeles,Bronze,77,30,225.43,238,Grocery,95,25,6,11,8038.16,Credit Card,3
656,26,Male,92924,Freelancer,Miami,Bronze,17,49,377.21,318,Books,75,21,4,6,17183.97,Credit Card,2
657,24,Male,44332,Engineer,Dallas,Silver,96,1,323.74,316,Home,17,1,1,12,292.69,Net Banking,8
658,45,Male,146001,Freelancer,Seattle,Platinum,32,33,213.8,51,Beauty,7,22,9,0,8437.38,Cash,3
659,31,Female,61737,Student,Miami,Bronze,28,49,342.53,107,Books,52,30,15,2,15107.62,Net Banking,5
660,48,Male,145912,Teacher,Miami,Bronze,93,15,278.99,356,Home,35,3,11,12,4091.53,Debit Card,5
661,69,Female,104031,Doctor,Seattle,Bronze,25,29,145.11,32,Electronics,2,14,2,0,4396.49,Net Banking,2
662,36,Male,35991,Student,Boston,Bronze,47,2,326.7,21,Books,40,19,4,1,607.02,Debit Card,2
663,64,Male,42472,Engineer,Seattle,Bronze,22,11,110.08,306,Grocery,37,24,9,0,1154.8,UPI,6
664,33,Female,74946,Doctor,Chicago,Silver,91,34,350.05,10,Toys,57,12,15,11,12952.66,Debit Card,2
665,70,Male,16541,Business,Chicago,Bronze,61,41,11.52,126,Toys,10,0,0,8,514.46,Net Banking,6
666,22,Female,144237,Doctor,Los Angeles,Silver,44,19,278.9,49,Books,76,21,6,6,5942.66,Cash,7
667,52,Female,17765,Engineer,New York,Silver,20,2,206.52,197,Grocery,81,1,0,8,428.52,Credit Card,4
668,29,Male,58074,Retired,Houston,Silver,50,48,158.52,16,Books,46,5,5,14,6797.92,Net Banking,10
669,42,Female,117795,Doctor,Los Angeles,Bronze,88,20,262.7,43,Sports,90,6,11,7,4903.26,Credit Card,4
670,69,Female,116387,Engineer,Los Angeles,Platinum,47,41,326.2,184,Beauty,5,18,5,9,15517.85,Debit Card,3
671,38,Male,146841,Retired,Phoenix,Bronze,47,31,483.0,38,Toys,5,3,0,1,16372.85,UPI,1
672,53,Male,17972,Student,Houston,Gold,72,4,418.2,136,Fashion,27,17,11,0,1397.14,UPI,4
673,70,Female,118903,Retired,New York,Bronze,51,29,361.4,278,Books,5,22,14,4,11543.82,Net Banking,3
674,40,Male,118579,Teacher,Miami,Silver,55,30,244.69,163,Fashion,61,8,6,6,6843.46,Debit Card,8
675,33,Female,54339,Business,Houston,Bronze,78,13,202.15,30,Fashion,8,20,7,1,2126.78,Debit Card,5
676,56,Female,118376,Retired,Phoenix,Bronze,39,15,25.94,339,Fashion,31,10,2,3,386.57,Credit Card,7
677,62,Male,57399,Teacher,San Francisco,Bronze,14,20,185.96,22,Toys,97,4,14,6,4289.57,Debit Card,3
678,70,Male,59013,Teacher,Los Angeles,Bronze,69,34,425.7,198,Toys,21,24,11,12,14151.61,Cash,3
679,59,Male,42909,Teacher,Seattle,Gold,47,28,198.17,173,Electronics,99,23,9,13,6633.65,UPI,6
680,56,Male,147385,Retired,Los Angeles,Silver,21,20,236.18,57,Fashion,21,0,0,8,4115.34,Cash,10
681,31,Female,18285,Engineer,Boston,Bronze,15,50,143.2,195,Home,51,1,1,5,6732.97,Cash,4
682,48,Female,138637,Other,Phoenix,Silver,100,25,144.33,87,Sports,79,22,0,6,2910.59,Credit Card,8
683,22,Male,50863,Engineer,Los Angeles,Gold,97,27,40.32,141,Fashion,100,2,8,7,892.84,Debit Card,3
684,52,Male,146627,Business,Los Angeles,Gold,81,30,310.76,280,Sports,59,21,3,11,8779.53,Credit Card,5
685,40,Female,36323,Engineer,Houston,Bronze,84,41,229.55,206,Grocery,2,16,6,11,9518.42,UPI,1
686,46,Female,85968,Freelancer,Houston,Gold,1,20,306.92,171,Books,30,23,14,15,5492.87,Credit Card,1
687,60,Female,68915,Engineer,Seattle,Bronze,80,1,277.97,301,Home,58,1,4,7,240.88,Cash,8
688,28,Female,124543,Engineer,Dallas,Silver,82,35,401.43,317,Beauty,92,0,8,12,13604.23,Credit Card,7
689,35,Male,123500,Engineer,Boston,Silver,10,49,378.0,274,Toys,81,1,15,8,16082.1,Debit Card,1
690,64,Female,126266,Student,Seattle,Gold,23,43,388.01,345,Books,20,7,8,11,17558.0,Credit Card,6
691,29,Female,41739,Business,San Francisco,Platinum,18,24,254.63,47,Books,40,12,5,13,7224.05,Debit Card,2
692,26,Male,143041,Freelancer,Boston,Platinum,58,25,183.4,160,Fashion,29,25,4,14,5147.2,Cash,1
693,27,Female,68019,Engineer,Houston,Bronze,73,40,467.38,164,Sports,5,13,9,13,16565.55,Debit Card,10
694,61,Female,22373,Other,Los Angeles,Platinum,94,12,36.59,216,Home,89,20,15,9,518.31,Debit Card,5
695,34,Male,35187,Business,Miami,Bronze,77,11,84.78,116,Sports,10,11,0,15,1026.26,Debit Card,5
696,55,Male,82863,Doctor,Los Angeles,Bronze,52,30,215.6,336,Beauty,83,8,14,1,5575.34,Debit Card,2
697,24,Male,112927,Student,New York,Silver,95,13,310.84,250,Toys,61,27,3,12,4169.31,UPI,5
698,63,Female,99085,Retired,Seattle,Silver,46,47,14.02,355,Grocery,1,18,4,14,781.89,Net Banking,7
699,30,Female,132996,Other,Boston,Silver,13,25,362.47,243,Fashion,47,23,12,14,7600.12,UPI,4
700,57,Male,54220,Engineer,Miami,Silver,96,25,283.78,246,Sports,98,19,13,6,6444.66,Credit Card,2
701,59,Male,145503,Other,New York,Platinum,17,17,247.5,72,Books,57,6,8,1,3995.6,UPI,5
702,26,Female,22642,Freelancer,San Francisco,Bronze,67,12,217.51,283,Fashion,14,25,1,6,2208.78,UPI,6
703,67,Male,94971,Student,Los Angeles,Bronze,61,11,264.55,194,Home,25,9,1,10,2676.37,Debit Card,8
704,44,Male,70556,Freelancer,Dallas,Platinum,65,10,89.28,266,Electronics,90,23,14,8,961.48,Credit Card,9
705,19,Male,53192,Retired,Phoenix,Bronze,53,17,63.27,86,Books,21,2,2,3,1065.8,Credit Card,10
706,22,Female,45782,Retired,New York,Silver,5,45,151.92,245,Sports,16,18,2,11,6620.57,Cash,8
707,46,Female,19782,Other,Los Angeles,Silver,32,16,357.66,157,Grocery,74,16,11,4,5566.77,Debit Card,7
708,54,Female,75030,Student,Los Angeles,Silver,89,20,298.26,356,Home,32,7,6,4,6584.75,UPI,9
709,55,Female,71411,Doctor,Boston,Silver,45,49,245.26,35,Beauty,45,30,13,11,14379.37,Cash,9
710,36,Female,112469,Other,Boston,Bronze,56,5,290.05,235,Sports,64,17,0,1,1501.67,Cash,6
711,25,Female,61950,Business,Dallas,Gold,5,41,284.04,247,Electronics,84,6,1,12,12817.43,UPI,3
712,65,Male,148595,Student,New York,Bronze,87,32,160.45,99,Beauty,73,30,10,2,4872.67,Credit Card,8
713,62,Female,65539,Teacher,Houston,Silver,76,27,57.75,226,Grocery,60,26,0,12,1784.18,Debit Card,3
714,18,Female,37936,Retired,Boston,Bronze,34,4,449.42,118,Fashion,98,6,13,9,1740.39,Debit Card,1
715,39,Male,65182,Doctor,Phoenix,Silver,61,41,303.96,353,Fashion,95,29,8,0,14631.42,UPI,4
716,69,Female,126259,Other,Los Angeles,Silver,87,48,351.9,195,Sports,19,22,9,2,18536.43,Debit Card,9
717,34,Female,110042,Retired,Los Angeles,Platinum,80,7,237.36,87,Beauty,47,19,8,4,1799.39,Net Banking,8
718,24,Male,28163,Teacher,San Francisco,Gold,62,46,380.68,35,Electronics,95,22,12,8,16041.28,Cash,6
719,42,Male,37419,Doctor,San Francisco,Silver,69,14,296.4,313,Electronics,64,25,2,0,4641.14,Cash,3
720,62,Male,136211,Retired,Dallas,Platinum,63,39,36.36,27,Grocery,30,15,11,15,1194.15,Net Banking,3
721,21,Female,137762,Teacher,New York,Silver,44,24,446.15,38,Home,47,14,2,15,10870.46,Debit Card,7
722,53,Male,15834,Teacher,Chicago,Silver,28,48,159.71,321,Beauty,88,13,0,5,8387.85,Credit Card,5
723,23,Female,47214,Retired,Miami,Silver,70,18,77.57,4,Beauty,33,15,4,11,1610.5,Net Banking,3
724,48,Female,17413,Other,Boston,Silver,13,38,53.14,140,Fashion,82,30,2,1,2075.58,Net Banking,1
725,36,Female,24505,Retired,New York,Gold,43,39,363.02,227,Toys,21,26,1,11,12789.14,Cash,9
726,61,Female,117802,Freelancer,Los Angeles,Bronze,30,40,354.94,8,Books,95,30,12,5,16178.8,Credit Card,5
727,56,Male,148177,Student,Seattle,Silver,26,1,353.08,358,Grocery,63,23,13,9,390.93,Credit Card,7
728,44,Male,143303,Student,San Francisco,Gold,81,17,458.72,56,Grocery,42,8,2,5,6717.61,Debit Card,10
729,27,Female,129897,Doctor,Miami,Platinum,63,26,180.98,282,Home,61,22,7,0,5406.38,Credit Card,9
730,43,Male,73408,Business,Boston,Gold,73,22,284.96,358,Grocery,43,21,7,4,7422.33,Debit Card,4
731,36,Female,131908,Retired,Houston,Silver,57,39,313.55,177,Beauty,68,20,0,9,12413.02,UPI,5
732,56,Female,94731,Other,Houston,Silver,64,18,489.95,81,Books,26,30,1,1,7190.62,Net Banking,3
733,20,Female,80131,Freelancer,San Francisco,Bronze,80,38,163.05,84,Fashion,33,9,14,0,7225.94,Net Banking,7
734,62,Male,79280,Student,New York,Silver,49,28,478.6,64,Grocery,33,14,0,10,11378.7,Debit Card,1
735,30,Female,30762,Student,Boston,Platinum,52,21,82.88,342,Toys,49,25,15,8,1833.16,Debit Card,8
736,67,Female,132798,Other,Miami,Platinum,63,38,384.36,289,Toys,84,22,7,5,14026.75,Debit Card,3
737,45,Male,131854,Freelancer,Los Angeles,Gold,82,33,320.11,355,Fashion,41,9,13,0,12642.69,Net Banking,4
738,37,Male,73703,Engineer,New York,Bronze,13,30,410.28,135,Home,72,1,0,15,14362.25,Debit Card,10
739,45,Male,78079,Freelancer,San Francisco,Gold,93,42,24.06,249,Toys,36,4,5,9,1125.52,Net Banking,4
740,25,Male,36577,Other,Dallas,Platinum,88,8,48.28,93,Grocery,72,28,9,8,339.78,Net Banking,7
741,58,Female,16214,Student,Chicago,Bronze,45,30,44.15,47,Beauty,95,7,12,11,1430.03,Cash,7
742,56,Male,101339,Business,New York,Silver,46,39,300.55,99,Fashion,22,5,10,8,12059.71,Cash,4
743,18,Female,63114,Engineer,Phoenix,Gold,77,9,305.44,337,Sports,47,5,7,12,2347.99,UPI,6
744,20,Male,78230,Other,Boston,Silver,89,33,453.99,193,Books,83,0,12,6,16747.6,UPI,8
745,30,Male,82194,Other,Houston,Platinum,41,43,239.13,116,Home,20,15,7,8,8581.67,Credit Card,10
746,45,Male,127333,Teacher,Phoenix,Silver,46,29,43.34,266,Grocery,87,17,6,0,1247.61,Debit Card,4
747,66,Male,52792,Freelancer,New York,Gold,1,31,112.67,307,Beauty,24,2,7,14,3390.17,Net Banking,1
748,42,Male,60807,Teacher,New York,Gold,73,3,13.96,163,Fashion,43,6,7,12,47.01,Credit Card,7
749,50,Male,140266,Engineer,Phoenix,Silver,68,50,390.59,286,Electronics,88,11,13,2,18963.67,Cash,2
750,55,Female,119292,Engineer,Dallas,Gold,92,38,409.64,23,Beauty,100,9,9,7,16776.2,Net Banking,3
751,70,Male,137984,Engineer,Phoenix,Silver,12,11,498.99,95,Beauty,73,21,13,2,5441.16,Credit Card,8
752,23,Male,28777,Doctor,Los Angeles,Silver,88,5,211.98,253,Toys,16,20,2,7,1094.67,Cash,2
753,61,Male,53346,Freelancer,Miami,Bronze,73,31,19.46,120,Electronics,27,24,1,2,540.77,UPI,2
754,62,Male,69703,Other,Phoenix,Bronze,35,20,125.02,71,Electronics,45,9,11,3,2202.81,Debit Card,4
755,49,Female,109977,Retired,Phoenix,Gold,99,4,298.01,352,Books,37,22,3,12,1292.13,Debit Card,6
756,62,Male,62819,Business,Boston,Platinum,33,8,481.35,63,Sports,13,8,15,11,3269.07,Credit Card,10
757,64,Male,149917,Business,Miami,Bronze,58,42,60.75,242,Sports,51,26,4,11,2220.81,Cash,2
758,38,Male,125186,Other,Chicago,Bronze,35,35,69.57,126,Toys,2,10,15,13,2864.42,Credit Card,9
759,33,Male,38290,Teacher,Phoenix,Bronze,46,13,353.86,38,Sports,76,18,1,3,4146.29,Cash,2
760,38,Female,127551,Other,Phoenix,Silver,84,49,336.93,352,Beauty,97,26,14,4,15342.65,Cash,9
761,28,Male,113682,Teacher,Los Angeles,Platinum,66,5,132.75,76,Books,87,7,10,9,699.11,Debit Card,7
762,54,Female,149365,Retired,Houston,Silver,44,40,408.44,4,Beauty,59,27,7,9,15947.81,UPI,3
763,53,Male,133017,Teacher,Los Angeles,Silver,26,19,73.1,139,Beauty,14,24,7,10,1421.68,UPI,9
764,52,Female,134496,Freelancer,Phoenix,Silver,42,18,463.61,251,Toys,49,17,12,3,7158.63,Net Banking,9
765,36,Female,72089,Student,Boston,Bronze,77,33,108.51,156,Sports,30,3,11,6,3827.78,Cash,6
766,37,Male,143713,Teacher,Los Angeles,Gold,30,4,49.86,258,Fashion,98,1,3,10,172.04,Debit Card,2
767,35,Male,31619,Engineer,Boston,Silver,32,18,176.37,316,Books,9,12,11,3,3489.24,Cash,7
768,64,Female,93006,Teacher,Miami,Silver,36,46,102.04,236,Toys,79,22,4,10,4738.18,Net Banking,4
769,58,Female,29779,Engineer,Boston,Gold,19,24,268.2,74,Toys,24,13,10,0,7250.91,Debit Card,4
770,66,Male,36630,Doctor,Dallas,Gold,22,43,346.55,28,Beauty,41,19,11,4,12950.63,Cash,7
771,31,Female,120575,Student,Seattle,Gold,65,29,250.55,40,Beauty,60,29,14,11,6910.03,UPI,5
772,32,Female,130436,Student,Miami,Platinum,57,31,333.7,28,Beauty,89,27,4,7,11779.85,UPI,1
773,48,Female,37784,Retired,Seattle,Platinum,11,28,188.81,99,Sports,100,21,4,5,5918.36,Net Banking,3
774,18,Male,127167,Freelancer,Phoenix,Silver,26,9,23.68,319,Grocery,32,23,15,3,252.82,UPI,7
775,70,Female,82359,Other,Phoenix,Bronze,48,45,487.29,57,Sports,47,14,8,3,19489.3,Cash,9
776,20,Female,93608,Freelancer,Dallas,Silver,19,26,411.51,210,Toys,21,29,8,12,10866.29,Net Banking,9
777,33,Female,30111,Business,New York,Gold,83,49,45.98,137,Grocery,42,12,14,0,1818.53,Credit Card,7
778,40,Male,39161,Doctor,Seattle,Bronze,12,47,230.1,10,Toys,70,5,13,15,12827.25,Net Banking,5
779,28,Male,133920,Retired,Los Angeles,Bronze,67,2,321.16,332,Sports,89,19,10,9,558.85,UPI,4
780,29,Female,119823,Freelancer,Dallas,Bronze,56,6,103.39,363,Books,2,5,3,12,720.76,Debit Card,9
781,27,Male,140014,Engineer,Miami,Gold,18,29,293.21,188,Toys,31,0,0,0,9109.64,Net Banking,6
782,49,Female,145466,Doctor,Chicago,Silver,5,26,271.49,93,Fashion,56,14,7,2,8292.18,Cash,10
783,33,Male,82313,Student,Los Angeles,Bronze,24,28,112.05,341,Fashion,30,5,10,3,2821.44,Net Banking,2
784,25,Male,95308,Other,Boston,Bronze,78,7,79.19,180,Beauty,63,26,0,14,520.0,UPI,3
785,55,Female,61389,Other,Phoenix,Gold,38,34,381.89,320,Sports,15,14,15,3,11241.26,Net Banking,7
786,29,Male,122800,Engineer,Miami,Bronze,67,45,168.07,282,Grocery,18,14,15,1,7328.49,Cash,4
787,41,Male,134547,Retired,Dallas,Bronze,70,10,129.58,320,Grocery,32,13,6,10,1527.75,Cash,7
788,45,Male,39502,Retired,Seattle,Silver,76,48,371.56,57,Fashion,14,9,11,8,18342.55,UPI,5
789,70,Female,50757,Doctor,Seattle,Silver,52,41,370.67,24,Beauty,62,28,12,15,14687.6,Cash,1
790,25,Male,56111,Student,San Francisco,Bronze,75,40,145.44,303,Toys,82,26,3,7,5410.06,UPI,10
791,45,Male,113273,Freelancer,Phoenix,Silver,39,47,437.56,259,Books,99,7,0,2,21262.58,Net Banking,3
792,53,Female,73645,Engineer,Los Angeles,Bronze,59,22,347.24,212,Grocery,52,3,3,10,8321.37,Net Banking,9
793,43,Male,125218,Engineer,Boston,Gold,26,27,179.42,114,Sports,22,24,6,1,4663.72,Credit Card,4
794,25,Male,74055,Student,Boston,Bronze,65,39,219.47,187,Beauty,14,21,12,0,7638.0,UPI,5
795,67,Male,134815,Engineer,Phoenix,Bronze,80,22,366.09,259,Home,78,5,7,9,8327.83,Debit Card,2
796,45,Male,116026,Other,San Francisco,Gold,48,19,113.68,135,Sports,34,19,1,8,2043.77,UPI,10
797,45,Male,85192,Freelancer,San Francisco,Gold,53,36,239.69,89,Sports,86,23,12,4,10335.02,Net Banking,8
798,54,Female,67021,Freelancer,Los Angeles,Bronze,9,9,330.24,220,Toys,80,20,8,7,2902.07,Net Banking,1
799,58,Female,44092,Freelancer,San Francisco,Bronze,5,19,274.35,15,Fashion,56,27,4,12,5076.06,Cash,4
800,53,Male,147314,Student,Dallas,Gold,72,2,308.08,146,Books,53,16,13,14,699.83,Credit Card,6
801,44,Male,121843,Teacher,San Francisco,Gold,61,28,277.64,100,Toys,49,22,10,3,6999.7,Debit Card,8
802,34,Male,147903,Teacher,Seattle,Bronze,21,39,107.62,218,Toys,63,23,11,1,3468.53,Credit Card,4
803,26,Female,65721,Retired,Houston,Silver,97,22,211.0,44,Sports,16,21,13,4,5298.97,UPI,2
804,50,Female,43511,Retired,New York,Bronze,63,6,270.67,62,Toys,80,6,7,7,1681.86,UPI,4
805,70,Male,87782,Other,Seattle,Silver,20,47,392.23,349,Electronics,40,11,1,14,16666.22,Net Banking,1
806,37,Male,112003,Engineer,Seattle,Bronze,58,7,330.41,291,Beauty,38,22,1,5,2167.4,Cash,8
807,30,Female,70568,Freelancer,Chicago,Bronze,45,6,219.03,358,Electronics,18,3,3,15,1275.1,Debit Card,9
808,45,Male,149304,Engineer,Chicago,Bronze,22,33,487.46,65,Books,23,13,15,7,17246.9,Cash,3
809,65,Female,117062,Student,Phoenix,Silver,77,14,62.82,118,Toys,48,3,3,10,868.29,Debit Card,8
810,46,Female,119301,Engineer,Chicago,Silver,75,1,111.33,233,Sports,82,29,2,2,106.69,Credit Card,9
811,30,Male,66507,Business,Phoenix,Silver,82,25,177.24,7,Toys,46,15,4,4,4928.1,Net Banking,8
812,63,Female,139277,Teacher,Seattle,Bronze,63,6,122.0,194,Sports,22,27,1,1,606.64,Cash,2
813,52,Male,144999,Engineer,New York,Bronze,30,28,316.47,226,Fashion,54,30,0,11,9401.82,UPI,2
814,23,Male,115128,Engineer,Los Angeles,Gold,63,18,29.38,26,Fashion,40,0,11,14,518.04,Net Banking,10
815,35,Male,25683,Doctor,Los Angeles,Bronze,97,27,96.94,289,Home,30,17,3,10,2444.48,Debit Card,4
816,68,Male,38664,Other,Houston,Gold,44,49,153.74,27,Toys,55,18,5,11,8821.68,Net Banking,1
817,22,Male,117364,Engineer,Miami,Bronze,67,2,344.84,158,Fashion,56,20,13,2,766.35,UPI,3
818,64,Male,79340,Business,Los Angeles,Silver,58,40,439.17,144,Home,42,30,5,6,15594.11,UPI,4
819,42,Female,102236,Teacher,Miami,Silver,65,21,401.26,233,Books,42,9,1,0,8939.92,Debit Card,2
820,19,Female,26017,Doctor,San Francisco,Platinum,36,23,99.22,107,Books,62,24,5,7,2576.25,Net Banking,7
821,27,Female,51613,Other,Boston,Bronze,6,2,287.05,202,Fashion,82,4,3,4,686.47,Cash,10
822,47,Female,45348,Student,Seattle,Bronze,37,16,24.71,264,Home,53,12,9,1,426.74,Net Banking,3
823,67,Male,24491,Retired,New York,Silver,93,4,162.16,312,Grocery,82,5,14,2,698.12,UPI,7
824,62,Female,136070,Student,Phoenix,Platinum,75,34,404.93,300,Fashion,53,29,0,12,14391.52,Debit Card,7
825,22,Female,73759,Teacher,Miami,Platinum,55,5,233.77,10,Sports,64,22,0,3,953.78,Credit Card,9
826,50,Female,147040,Retired,Houston,Silver,77,49,83.47,324,Home,1,3,14,1,4229.18,Credit Card,4
827,18,Male,15368,Student,Los Angeles,Silver,75,34,224.89,94,Sports,79,15,1,9,8579.25,Net Banking,4
828,35,Female,50010,Other,Dallas,Silver,59,22,107.04,129,Home,69,7,3,12,2256.37,UPI,1
829,49,Male,50851,Business,Los Angeles,Silver,38,46,202.66,102,Beauty,27,15,7,4,9646.7,Net Banking,6
